,user,date created,number of likes,retweets,source of tweet,tweet,clean_text,topics
344,Josh_Gabbatiss,2022-11-06,421,27,Twitter Web App,Made it into #COP27!I'm keeping a particularly close eye on #LossAndDamage and climate finance Give me a shout if you want to chat or grab a coffee  Or come and find the  gang in the office on the upper floor of the media centre,made 'm keeping particularly close eye climate finance give shout want chat grab coffee come find gang office upper floor media centre,-1_climate_minister_world_president
345,NatureDeal,2022-11-07,418,152,Twitter Web App,"Climate and nature are two sides of the same coin. We cannot solve one without the other.At #COP27, alongside continuing commitments of deep cuts to emissions, countries should put nature on their agendas. Together we can tackle the #ClimateCrisis and reverse nature loss.",climate nature two sides coin solve one without other at alongside continuing commitments deep cuts emissions countries put nature agendas together tackle reverse nature loss ,0_climate_must_change_world
346,poornimashresth,2022-11-06,418,44,Twitter for Android,Melting our pearl(mountains) #climatechange #COP27 #mountainissueNepal,melting pearl mountains ,0_climate_must_change_world
347,St_Quivox,2022-11-07,416,105,Twitter Web App,There seems to be a very very important wurrld leader missing a great photo opportunity. #ElsieMcSelfie #COP27,seems important wurrld leader missing great photo opportunity ,0_climate_must_change_world
348,JunkScience,2022-11-07,415,164,Twitter Web App,"Two points:1. There's been no warming in 8 years, despite 14% of total emissions.2. Warmest in 'modern times'? So why was it so warm in earlier... like 1,000 years ago...before coal plants, SUVs and cheeseburgers?Climate is a hoax. #COP27",two points 's warming years despite total emissions warmest 'modern times ' warm earlier like years ago coal plants suvs cheeseburgers climate hoax ,0_climate_must_change_world
349,omctorg,2022-11-04,415,240,Twitter Web App,"Starting on Sunday, #Egypt will be hosting the global climate summit #COP27. Since 2014, there have been...",starting sunday hosting global climate summit since ,2_sheikh_sharm_el_summit
350,oceana,2022-11-02,414,88,Sprout Social,#BREAKING:  analysis finds that stopping the expansion of offshore drilling can help prevent the worst impacts of the climate crisis: #COP27 #NoNewLeases #ClimateAction, analysis finds stopping expansion offshore drilling help prevent worst impacts climate crisis ,0_climate_must_change_world
351,CarolineLucas,2022-11-07,412,146,Twitter for iPhone,"Finance for #LossAndDamage at #COP27 is vital. Hurricanes Irma and Maria in Dominica cost 226% of that countrys GDP, with 100% crops destroyed. Grant Shapps says UK agrees theres a discussion to be had.But we need more than words - finance needs to be on table *now*",finance vital hurricanes irma maria dominica cost countrys gdp crops destroyed grant shapps says uk agrees theres discussion had but need words finance needs table ,0_climate_must_change_world
352,NaomiAKlein,2022-11-07,411,75,Twitter Web App,"My  colleague  and I are now working with a team of trusted journalists, lawyers, scholars + activists on the ground in Egypt. They are collecting stories and testimonies from outside the #COP27 green bubble.",colleague working team trusted journalists lawyers scholars activists ground egypt collecting stories testimonies outside green bubble ,1_egypt_climate_crisis_russia
353,ECOWARRIORSS,2022-11-07,409,186,Twitter Web App,If #COP27 countries were serious about climate actionthe would Ban all new oil gas coal drillingBan all fossil fuel subsidiesBan all deforestationBan draining wetlandsBan private JetsBan new airports and roads expansionsRation air travel They will not do any of this,countries serious climate actionthe would ban new oil gas coal drillingban fossil fuel subsidiesban deforestationban draining wetlandsban private jetsban new airports roads expansionsration air travel,0_climate_must_change_world
354,GOV2UK,2022-11-02,409,152,Twitter Web App,"I do not think that the climate emergency is as much an emergency as everybody seems to think - Claire Fox..who is not a scientist and could have just stopped at ""I do not think"". #GeneralElectionNow #ToriesOut118 #COP27",think climate emergency much emergency everybody seems think claire fox scientist could stopped think '' ,0_climate_must_change_world
355,RepublicStaff,2022-11-02,409,115,Twitter Web App,"Charles is a grade-A hypocrite on the environment and represents the worst polluters. He's not an expert, he's not a good advocate and he's not a government official who can negotiate with other nations. He has no business going to #COP27 #NotMyKing",charles grade a hypocrite environment represents worst polluters 's expert 's good advocate 's government official negotiate nations business going,-1_climate_minister_world_president
356,JenIrisAllan,2022-11-01,409,98,Twitter Web App,Does Rishi Sunak really need to go to #COP27? Does any world leader?In a word. No. And frankly they shouldn't. Hear me out: ,rishi sunak really need go world leader word frankly n't hear ,0_climate_must_change_world
357,MajestyMagazine,2022-11-04,408,48,Twitter for iPad,"The King has hosted a reception at Buckingham Palace to discuss tackling climate change, as global leaders prepare for the #COP27 summit in Sharm El Sheikh, Egypt, by",king hosted reception buckingham palace discuss tackling climate change global leaders prepare summit sharm el sheikh egypt ,2_sheikh_sharm_el_summit
358,ClimateEnvoy,2022-11-07,407,120,Twitter for iPhone,"At #COP27, we are building on the progress made in Glasgow. We can tackle the climate crisis if every country aligns its commitments with the goal of limiting warming to 1.5 C and we implement our plans.", building progress made glasgow tackle climate crisis every country aligns commitments goal limiting warming c implement plans ,0_climate_must_change_world
359,PakPMO,2022-11-06,407,109,Twitter for Android,"Prime Minister Mohammad Shahbaz Sharif has arrived in Sharm El-Sheikh, Egypt to participate in the ""Sharm El-Sheikh Climate Implementation Summit""#COP27 #PMShehbazatCOP27",prime minister mohammad shahbaz sharif arrived sharm el sheikh egypt participate sharm el sheikh climate implementation summit '',2_sheikh_sharm_el_summit
360,UNICEF,2022-11-07,405,87,Twitter Media Studio,"""We are in this together.""Youth climate advocate  from Germany on the climate crisis and the urgency of taking #ClimateAction. #COP27", together youth climate advocate germany climate crisis urgency taking ,0_climate_must_change_world
361,CANIntl,2022-11-06,405,206,Twitter Web App,"Intervention at #COP27 by   The #climatecrisis and the #LossAndDamage it causes affects the rights of millions of people. This crisis requires every voice, every effort, every solution. It especially needs this from those on the frontlines.",intervention causes affects rights millions people crisis requires every voice every effort every solution especially needs frontlines ,0_climate_must_change_world
362,UNDPClimate,2022-11-05,403,189,Hootsuite Inc.,The planet is telling us loudly and clearly that it has reached its limit.Climate action must be our top global priority:  #COP27,planet telling us loudly clearly reached limit climate action must top global priority ,0_climate_must_change_world
363,13sarahmurphy,2022-11-07,402,98,Twitter for iPhone,Not remotely convinced by Sunak urging world leaders to summon the collective will to cap global rise in temperatures at #COP27when he didnt want to go to the summit at all and plans to use half the already reduced foreign aid budget at home.Words vs actions again.(Times),remotely convinced sunak urging world leaders summon collective cap global rise temperatures didnt want go summit plans use half already reduced foreign aid budget home words vs actions times ,0_climate_must_change_world
364,DrTedros,2022-11-05,400,253,Twitter for iPhone,"In many places on earth, every breath a person takes is polluted. RT if you agree that we should put an end to the fossil fuel addiction. #COP27",many places earth every breath person takes polluted rt agree put end fossil fuel addiction ,-1_climate_minister_world_president
365,abuzaid_reem,2022-11-06,395,176,Twitter for iPhone,Thinking of  as #COP27 starts. Stay strong dear one. May you never be defeated. #FreeAlaa,thinking starts stay strong dear one may never defeated ,0_climate_must_change_world
